id,handledag,gender,age,basket2,brand1,brand4,brand5,hedonic1,hedonic2,hedonic4,confused1,confused2,confused4,perf2,perf3,perf4,careless1,careless2,careless3,value1,value2,habit1,habit2,novelty1,novelty2,novelty3
867,Tuesday,Female,21-25 yr,Basket,4,1,4,3,1,3,4,4,3,2,2,2,5,5,4,4,4,4,4,3,3,3
868,Saturday,Male,21-25 yr,Trolley,2,3,2,3,2,3,3,2,2,3,3,3,1,2,1,5,4,3,3,2,1,2
869,Tuesday,Male,21-25 yr,Trolley,2,2,1,4,3,3,2,2,2,5,5,4,2,2,2,3,3,4,3,4,4,4
870,Friday,Male,26-30 yr,Arms,3,3,3,1,1,1,3,4,2,4,3,4,3,4,1,1,1,5,5,2,1,3
871,Saturday,Male,36-40 yr,Cart,4,4,2,2,2,2,4,4,2,4,4,4,2,4,2,2,2,4,4,3,3,3
872,Saturday,Female,21-25 yr,Cart,3,3,3,4,2,3,4,4,4,4,4,4,3,2,2,4,2,4,4,2,1,3
873,Tuesday,Female,16-20 yr,Basket,1,2,1,5,2,5,1,1,1,3,3,4,3,2,1,3,3,3,3,3,2,4
874,Monday,Female,26-30 yr,Cart,1,1,1,3,2,2,2,2,2,1,2,2,2,2,3,2,1,3,3,1,1,1
875,Tuesday,Female,16-20 yr,Basket,1,2,1,5,2,5,1,1,1,3,3,4,3,2,1,3,3,3,3,3,2,4
876,Tuesday,Female,21-25 yr,Arms,3,3,3,4,4,4,3,2,2,4,4,4,3,3,3,3,2,4,4,3,3,3
877,Tuesday,Female,21-25 yr,Cart,3,2,2,3,2,3,4,2,2,4,4,4,2,4,3,5,5,4,4,5,3,4
878,Monday,Male,21-25 yr,Arms,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
879,Saturday,Female,31-35 yr,Basket,3,1,4,5,4,5,4,2,2,2,1,3,4,4,3,3,4,4,4,4,4,4
880,Saturday,Male,16-20 yr,Arms,3,3,3,4,2,3,1,2,1,3,3,3,5,4,3,3,3,4,3,5,4,5
881,Monday,Male,26-30 yr,Basket,2,3,2,4,4,4,2,2,2,3,4,3,3,4,3,5,4,3,3,2,1,4
882,Tuesday,Female,16-20 yr,Trolley,1,1,1,3,2,3,4,4,2,3,3,3,3,3,3,3,4,2,2,2,3,4
883,Monday,Male,21-25 yr,Basket,2,3,3,3,2,2,4,3,1,4,4,4,3,3,3,3,3,3,4,3,2,3
884,Tuesday,Female,36-40 yr,Basket,3,2,3,2,2,2,3,2,2,3,4,4,4,4,4,3,2,4,4,4,4,3
885,Tuesday,Female,56-60 yr,Cart,3,1,2,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4
886,Friday,Female,26-30 yr,Cart,2,1,1,4,3,4,3,2,2,4,3,3,3,3,2,2,2,4,4,2,2,3
887,Saturday,Male,26-30 yr,Arms,1,1,1,5,3,1,3,3,3,5,5,5,5,5,5,2,3,3,4,1,1,2
888,Saturday,Male,26-30 yr,Arms,3,2,2,2,2,2,4,4,3,4,4,4,4,3,3,3,3,4,4,3,2,3
889,Thursday,Female,26-30 yr,Arms,2,3,3,4,4,4,2,1,2,3,4,4,2,3,4,5,3,3,4,4,3,3
890,Thursday,Male,31-35 yr,Arms,2,1,2,3,2,2,2,2,2,3,4,3,4,3,2,3,3,4,4,1,1,1
891,Tuesday,Female,41-45 yr,Trolley,1,1,1,1,1,1,3,1,1,3,3,2,1,1,1,3,3,3,3,1,1,1
892,Monday,Female,41-45 yr,Basket,2,1,2,4,3,4,4,3,2,3,3,3,1,2,2,2,2,4,4,1,3,3
893,Monday,Female,26-30 yr,Arms,1,1,1,3,3,4,1,1,1,4,3,4,3,3,3,5,3,3,3,2,2,2
894,Saturday,Female,56-60 yr,Cart,3,1,1,3,3,4,1,3,2,5,4,4,2,2,1,4,2,4,3,3,1,2
895,Friday,Male,46-50 yr,Trolley,3,4,3,4,4,4,3,3,2,4,4,3,3,4,2,3,2,4,4,4,3,4
896,Friday,Female,26-30 yr,Trolley,2,3,1,4,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,2,2,2
897,Monday,Male,41-45 yr,Trolley,2,1,2,1,1,1,2,3,2,2,2,2,4,2,1,4,3,2,2,1,3,2
898,Wednesday,Female,51-55 yr,Trolley,2,2,2,2,1,3,4,2,2,4,4,4,2,4,3,4,1,3,2,2,2,3
899,Wednesday,Female,51-55 yr,Cart,4,3,3,4,3,4,1,1,1,5,5,5,4,5,3,2,1,5,4,4,4,4
900,Tuesday,Female,21-25 yr,Arms,3,3,4,3,2,4,3,2,2,2,2,2,4,4,1,3,3,2,4,3,1,1
901,Saturday,Male,16-20 yr,Trolley,4,2,4,5,4,4,1,3,2,4,3,3,4,3,2,4,2,4,4,4,3,5
902,Wednesday,Female,21-25 yr,Arms,4,2,2,4,4,4,4,3,2,4,2,3,4,4,3,4,4,4,2,3,3,4
903,Tuesday,Male,21-25 yr,Trolley,4,2,3,4,3,3,3,2,2,4,2,3,2,2,3,4,4,4,4,4,4,4
904,Wednesday,Male,21-25 yr,Arms,2,1,1,1,1,1,4,4,1,3,4,5,4,4,2,4,4,4,4,1,1,1
905,Monday,Male,26-30 yr,Basket,4,2,3,3,2,3,5,2,2,4,3,3,4,4,4,3,3,5,4,2,1,2
906,Friday,Male,21-25 yr,Basket,4,2,3,2,2,1,4,4,3,5,4,4,4,3,4,3,3,5,4,3,2,3
907,Saturday,Female,16-20 yr,Trolley,4,2,3,5,4,4,2,2,1,4,5,5,3,2,2,4,3,4,4,3,2,4
908,Wednesday,Female,16-20 yr,Trolley,2,3,3,4,4,3,3,4,4,4,3,3,4,4,4,5,4,4,4,4,2,4
909,Wednesday,Female,16-20 yr,Trolley,4,2,2,5,5,5,2,2,3,3,4,3,4,5,5,4,3,1,2,2,2,3
910,Wednesday,Female,21-25 yr,Trolley,3,2,2,3,2,3,1,1,1,3,3,3,1,1,1,1,1,3,3,3,3,2
911,Tuesday,Male,26-30 yr,Cart,2,2,2,3,2,2,2,2,2,3,4,4,3,3,2,2,2,2,4,3,2,3
912,Tuesday,Male,16-20 yr,Arms,3,3,2,3,3,2,2,4,1,2,2,3,4,4,3,5,5,5,4,3,2,2
913,Monday,Male,21-25 yr,Basket,4,3,4,5,4,4,5,3,4,5,5,5,5,5,5,4,2,5,3,5,5,5
914,Wednesday,Female,16-20 yr,Trolley,1,1,1,2,1,3,3,2,1,3,3,2,1,4,3,3,3,3,2,1,1,1
915,Tuesday,Female,16-20 yr,Trolley,2,3,2,1,3,1,2,2,2,1,3,3,1,1,3,1,3,3,3,3,3,1
916,Wednesday,Male,21-25 yr,Trolley,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,4,1,2,2,2,2
917,Wednesday,Female,26-30 yr,Basket,2,1,1,4,3,4,2,2,3,3,3,3,3,3,2,2,2,4,4,2,3,3
918,Wednesday,Female,36-40 yr,Arms,3,2,2,2,2,2,2,2,2,4,4,4,2,3,2,4,3,4,4,1,1,1
919,Saturday,Male,21-25 yr,Trolley,3,4,2,2,1,1,3,3,1,3,4,4,2,4,1,4,4,2,3,3,2,3
920,Monday,Male,21-25 yr,Trolley,4,2,3,3,3,3,2,2,2,4,5,4,2,3,2,4,3,4,4,2,3,3
921,Friday,Female,46-50 yr,Basket,3,2,2,2,2,3,3,2,2,4,4,4,4,3,4,3,2,3,4,3,3,3
922,Monday,Male,21-25 yr,Trolley,3,3,4,1,1,1,4,4,3,4,4,4,4,3,4,4,3,3,3,1,1,3
923,Monday,Male,21-25 yr,Arms,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
924,Wednesday,Female,41-45 yr,Basket,4,1,3,3,2,1,2,2,1,4,3,4,2,3,2,3,4,4,4,2,3,3
925,Wednesday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
926,Tuesday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
927,Saturday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
928,Monday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
929,Saturday,Male,46-50 yr,Basket,4,4,4,3,4,3,2,2,2,4,4,4,4,4,2,4,2,4,4,5,5,4
930,Saturday,Male,26-30 yr,Cart,4,2,4,2,1,2,4,4,1,4,5,3,4,3,1,3,4,4,4,4,4,3
931,Wednesday,Male,56-60 yr,Cart,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1
932,Wednesday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
933,Wednesday,Male,21-25 yr,Trolley,4,2,3,2,1,2,2,4,4,4,4,3,3,3,2,3,2,4,4,2,1,1
934,Tuesday,Female,26-30 yr,Arms,3,3,2,4,4,4,3,3,1,4,4,5,4,4,3,1,2,3,4,3,3,3
935,Monday,Female,36-40 yr,Trolley,4,3,3,2,1,1,2,2,2,4,4,4,3,2,2,4,2,4,3,1,1,1
936,Monday,Female,16-20 yr,Arms,3,3,2,2,2,3,3,2,3,3,3,3,4,4,4,3,4,2,3,2,2,3
937,Wednesday,Female,21-25 yr,Trolley,1,1,1,3,1,2,4,2,2,4,4,3,4,2,3,1,1,4,3,4,2,4
938,Thursday,Male,31-35 yr,Trolley,3,2,1,2,2,2,2,3,2,3,2,3,3,3,3,3,3,4,3,2,2,3
939,Thursday,Female,21-25 yr,Arms,1,4,1,4,3,4,2,3,2,5,4,4,4,4,2,2,1,4,4,2,2,3
940,Wednesday,Male,61-65 yr,Basket,2,3,2,2,1,2,2,2,3,3,3,2,2,3,2,4,3,2,3,2,2,3
941,Tuesday,Female,56-60 yr,Cart,4,1,3,4,3,4,2,2,2,5,5,5,3,4,3,4,3,4,4,4,3,3
942,Tuesday,Female,21-25 yr,Trolley,3,2,3,3,3,3,2,4,1,3,2,3,4,3,2,3,3,3,2,4,4,3
943,Wednesday,Male,21-25 yr,Basket,3,3,3,3,3,3,2,2,2,4,4,3,4,4,3,4,3,4,4,4,2,4
944,Thursday,Male,31-35 yr,Basket,3,2,2,4,4,4,1,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3
945,Friday,Female,21-25 yr,Basket,1,1,1,1,1,3,2,2,5,4,3,2,4,3,2,3,3,2,2,2,3,3
946,Thursday,Female,36-40 yr,Trolley,2,1,1,3,1,1,4,4,3,4,4,4,4,4,3,4,3,3,2,2,1,3
947,Thursday,Female,61-65 yr,Cart,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2
948,Friday,Female,21-25 yr,Trolley,2,1,1,4,3,4,5,3,1,4,3,3,2,2,2,4,2,3,3,4,4,3
949,Wednesday,Male,21-25 yr,Basket,4,4,3,5,2,4,3,3,1,4,2,2,1,1,1,1,1,5,5,4,3,5
950,Friday,Male,26-30 yr,Cart,4,3,4,2,2,1,3,2,3,4,4,4,3,2,2,2,1,4,4,4,4,4
951,Wednesday,Male,36-40 yr,Trolley,1,4,1,2,1,1,4,4,3,2,2,2,1,1,1,4,4,3,4,2,1,3
953,Thursday,Male,21-25 yr,Arms,2,1,1,3,2,3,3,3,3,4,2,1,5,4,3,4,5,4,4,2,2,2
954,Friday,Female,41-45 yr,Arms,2,2,2,5,5,4,4,2,2,2,2,2,4,4,3,2,4,2,4,4,2,4
955,Saturday,Female,21-25 yr,Basket,1,1,1,5,3,3,4,2,2,5,2,4,4,4,2,3,2,2,3,2,1,2
956,Saturday,Female,51-55 yr,Trolley,2,2,2,3,1,3,2,4,3,5,5,5,1,2,2,2,2,2,3,3,3,2
957,Saturday,Male,21-25 yr,Trolley,3,2,2,4,4,4,2,2,1,4,2,3,2,4,2,4,2,4,3,4,4,4
958,Tuesday,Female,16-20 yr,Trolley,2,2,4,4,4,4,2,2,2,2,2,3,4,4,2,4,2,3,4,4,3,4
959,Monday,Male,26-30 yr,Cart,3,3,2,1,1,1,3,2,2,1,2,1,1,1,1,1,2,2,2,3,3,3
960,Saturday,Female,21-25 yr,Cart,2,3,2,3,3,2,2,2,2,1,1,1,3,3,2,1,3,1,3,2,2,3
961,Tuesday,Female,16-20 yr,Cart,3,3,2,5,5,5,4,3,3,4,4,4,4,4,4,4,3,4,4,3,2,3
962,Tuesday,Female,21-25 yr,Trolley,2,1,1,5,4,2,2,2,2,5,5,5,4,4,3,2,3,4,3,4,4,4
963,Monday,Female,16-20 yr,Arms,2,1,1,4,3,2,3,3,3,3,4,3,4,4,3,4,3,2,3,3,3,4
964,Saturday,Female,26-30 yr,Trolley,1,2,2,4,2,4,1,2,2,3,2,3,4,3,2,3,4,3,4,2,1,2
965,Tuesday,Female,21-25 yr,Trolley,3,1,2,5,5,4,3,3,3,3,3,3,4,5,4,5,3,4,4,4,4,3
966,Tuesday,Female,36-40 yr,Trolley,1,1,1,4,3,4,3,2,3,3,3,3,3,1,1,5,5,4,4,1,2,4
967,Monday,Female,21-25 yr,Arms,2,2,1,4,1,1,4,2,1,4,5,5,5,4,4,5,4,4,4,1,1,2
968,Saturday,Male,36-40 yr,Basket,2,3,2,1,1,1,4,4,2,4,4,4,4,4,4,3,3,4,4,3,2,3
969,Friday,Male,21-25 yr,Trolley,3,2,2,2,2,2,2,1,2,5,4,4,2,3,1,4,2,3,3,3,3,3
970,Saturday,Female,46-50 yr,Cart,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3
971,Monday,Female,16-20 yr,Trolley,3,2,2,4,2,4,2,2,2,3,3,3,4,3,4,3,3,4,3,4,3,3
972,Monday,Female,56-60 yr,Trolley,3,5,3,4,3,3,5,5,5,5,5,5,2,1,1,5,5,4,5,4,4,5
973,Tuesday,Female,16-20 yr,Trolley,2,2,2,4,4,2,4,2,3,4,3,4,4,4,4,4,3,4,4,4,2,2
974,Saturday,Female,21-25 yr,Basket,3,1,3,3,2,4,2,3,1,3,3,2,4,4,2,4,4,3,2,2,1,3
975,Thursday,Female,26-30 yr,Cart,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
976,Saturday,Female,36-40 yr,Cart,2,2,2,3,2,3,1,2,1,3,3,3,2,2,2,3,2,2,3,2,2,3
977,Saturday,Female,16-20 yr,Basket,5,4,4,4,2,4,3,3,3,4,4,4,4,4,2,3,3,4,4,3,2,2
978,Tuesday,Female,16-20 yr,Arms,1,1,1,3,3,2,3,3,2,2,3,2,3,3,4,3,2,3,4,3,2,3
979,Tuesday,Male,21-25 yr,Basket,3,3,3,3,3,3,2,2,2,3,3,2,3,4,2,3,2,3,3,4,3,3
980,Tuesday,Female,26-30 yr,Arms,3,1,3,1,1,1,3,3,1,3,3,3,5,3,4,4,3,3,4,1,1,1
981,Monday,Female,16-20 yr,Trolley,3,2,1,5,5,4,2,2,4,4,3,2,4,4,5,5,3,4,4,3,2,4
982,Saturday,Male,16-20 yr,Arms,2,2,3,1,1,1,4,2,1,3,3,3,5,5,4,3,3,3,3,2,2,2
983,Monday,Female,26-30 yr,Cart,5,5,5,5,4,2,2,2,5,5,5,5,3,4,3,3,1,5,4,4,3,4
984,Tuesday,Female,16-20 yr,Basket,4,4,3,5,5,4,2,3,3,2,1,1,5,3,5,4,4,5,4,3,4,5
985,Friday,Female,46-50 yr,Trolley,1,1,1,4,3,4,2,3,2,3,4,4,5,2,2,4,2,2,4,2,1,1
986,Tuesday,Female,21-25 yr,Basket,3,2,2,4,4,4,4,4,4,5,4,4,3,4,2,2,2,4,4,4,4,4
987,Saturday,Female,21-25 yr,Arms,3,3,4,5,4,5,1,1,1,4,5,4,5,5,4,3,3,3,1,3,4,3
988,Tuesday,Female,16-20 yr,Arms,4,4,4,3,3,4,3,4,2,4,4,5,3,4,4,2,2,4,4,3,3,3
989,Monday,Female,21-25 yr,Arms,1,1,1,4,3,3,4,1,1,1,1,1,5,5,5,4,3,4,4,4,1,1
990,Tuesday,Female,16-20 yr,Basket,2,1,2,2,1,2,1,3,1,2,2,2,3,2,2,2,3,3,4,3,3,3
991,Tuesday,Male,16-20 yr,Arms,2,2,3,1,1,1,4,2,1,3,3,3,5,5,4,3,3,3,3,2,2,2
992,Saturday,Female,46-50 yr,Trolley,3,1,2,4,3,4,1,1,1,5,4,4,5,4,2,4,2,3,4,2,1,1
993,Saturday,Female,31-35 yr,Cart,3,1,1,2,1,1,2,2,1,3,3,2,3,1,1,4,2,5,5,1,1,1
994,Friday,Female,21-25 yr,Basket,3,2,3,2,1,3,4,4,3,4,3,3,4,4,2,3,3,4,4,2,1,3
995,Tuesday,Female,21-25 yr,Trolley,1,2,2,4,4,4,4,4,1,5,4,4,4,4,3,2,2,4,5,4,3,3
996,Monday,Female,21-25 yr,Trolley,3,2,2,3,2,3,3,2,1,1,3,3,3,2,3,3,3,3,4,1,1,1
997,Tuesday,Male,41-45 yr,Basket,4,2,3,2,3,2,2,2,2,4,3,3,4,4,3,4,2,4,4,3,2,3
998,Monday,Male,21-25 yr,Basket,1,3,1,1,1,1,3,2,1,3,3,3,1,2,1,4,2,2,3,1,1,1
999,Wednesday,Male,46-50 yr,Arms,1,1,1,1,1,1,2,1,1,4,5,5,2,2,1,4,2,3,4,2,1,1
1000,Tuesday,Male,21-25 yr,Arms,4,3,4,3,2,3,2,2,2,4,4,4,3,4,2,5,2,4,3,4,3,4
1001,Tuesday,Female,21-25 yr,Trolley,3,4,3,5,5,5,2,3,1,4,4,4,4,4,2,3,2,4,4,4,4,4
1002,Monday,Male,51-55 yr,Cart,1,3,1,2,2,2,4,3,3,4,4,4,3,4,2,3,4,2,4,2,2,2
1003,Wednesday,Female,26-30 yr,Arms,2,1,1,4,4,4,1,1,1,5,4,4,2,3,1,1,1,4,2,4,3,3
1004,Saturday,Male,21-25 yr,Basket,2,2,2,4,2,2,2,3,2,3,4,3,4,4,4,4,3,4,4,4,3,4
1005,Wednesday,Male,21-25 yr,Arms,3,3,3,2,2,2,4,4,2,2,4,4,4,4,3,1,2,4,4,4,4,4
1006,Saturday,Male,21-25 yr,Basket,4,3,2,5,4,4,1,1,1,4,4,4,4,4,4,4,2,5,4,4,4,5
1007,Saturday,Female,21-25 yr,Basket,3,3,4,4,3,3,3,4,2,4,4,4,5,5,5,3,3,3,4,4,3,4
1008,Friday,Female,26-30 yr,Trolley,4,2,4,5,4,4,2,2,2,5,4,4,4,5,3,3,3,5,3,5,4,4
1009,Friday,Male,16-20 yr,Basket,4,3,4,2,1,2,2,3,3,4,4,4,2,2,2,4,2,4,3,2,3,3
1010,Thursday,Male,71-75 yr,Cart,2,4,2,1,1,3,2,2,2,4,3,4,5,1,1,4,3,4,4,2,1,1
1011,Wednesday,Male,21-25 yr,Arms,3,2,2,5,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,3,3
1012,Monday,Female,21-25 yr,Trolley,2,1,2,5,1,4,3,2,2,4,4,4,2,2,1,4,3,3,4,3,2,4
1013,Monday,Female,26-30 yr,Arms,3,4,3,5,4,4,4,4,2,4,3,4,5,5,4,3,2,4,3,2,2,3
1014,Tuesday,Female,46-50 yr,Trolley,2,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,4,3
1015,Tuesday,Female,51-55 yr,Basket,3,2,2,4,4,3,3,2,2,4,4,3,3,4,2,3,2,3,3,2,3,3
1016,Saturday,Female,21-25 yr,Basket,3,4,4,4,4,4,2,2,2,4,4,3,4,4,4,4,4,2,2,4,4,4
1017,Wednesday,Male,21-25 yr,Arms,4,4,3,2,1,2,3,3,4,3,5,2,5,4,4,4,2,2,2,4,3,4
1018,Friday,Male,26-30 yr,Arms,3,2,4,3,2,2,1,1,2,4,4,3,4,3,2,2,1,4,4,2,3,3
1019,Wednesday,Male,26-30 yr,Basket,4,3,3,3,2,4,3,4,3,4,4,3,2,5,4,5,1,4,4,4,3,4
1020,Wednesday,Male,21-25 yr,Cart,3,3,4,4,4,4,2,2,2,5,5,5,5,5,3,4,2,4,4,5,5,5
1021,Tuesday,Female,46-50 yr,Trolley,3,3,3,3,2,3,4,4,3,5,3,4,4,3,2,3,2,4,4,3,3,4
1022,Tuesday,Male,26-30 yr,Trolley,2,2,2,3,1,3,2,3,3,3,2,2,2,3,2,3,2,3,4,1,2,3
1023,Wednesday,Female,46-50 yr,Basket,3,2,3,2,1,1,2,2,1,4,3,4,3,2,2,3,3,4,4,2,2,3
1024,Monday,Male,21-25 yr,Trolley,3,3,3,2,2,2,2,3,3,4,4,3,5,5,1,3,3,3,3,2,2,2
1025,Saturday,Female,41-45 yr,Cart,1,3,3,3,1,1,3,3,1,4,3,4,1,1,1,3,3,4,3,1,1,1
1026,Monday,Female,51-55 yr,Cart,3,2,2,5,3,4,2,2,2,4,4,4,4,3,1,5,3,1,2,1,1,1
1027,Thursday,Female,51-55 yr,Basket,1,1,1,2,2,1,3,3,3,4,4,4,3,3,4,4,4,4,4,1,1,1
1028,Thursday,Male,21-25 yr,Trolley,4,4,4,4,4,2,3,4,2,4,4,4,4,3,4,3,2,4,4,4,4,4
1029,Saturday,Male,26-30 yr,Basket,4,3,3,2,2,2,3,2,2,4,4,4,4,3,4,4,2,4,4,2,1,4
1030,Saturday,Male,26-30 yr,Trolley,4,4,4,1,1,3,4,3,4,4,3,4,5,5,5,4,2,4,4,3,2,3
1031,Monday,Male,26-30 yr,Trolley,1,1,1,3,2,1,1,2,2,2,2,2,4,3,2,4,3,2,2,2,1,3
1032,Monday,Male,26-30 yr,Basket,2,1,3,2,1,2,2,2,2,3,3,3,3,3,2,1,1,2,2,3,3,3
1033,Friday,Male,26-30 yr,Basket,3,3,3,4,2,2,5,3,2,5,5,5,4,4,2,2,3,5,5,2,2,3
1034,Saturday,Female,21-25 yr,Trolley,1,2,3,4,3,4,4,4,4,4,3,3,3,4,2,4,2,3,2,3,2,4
1035,Monday,Female,51-55 yr,Cart,3,3,3,4,4,4,4,3,2,4,3,4,4,4,4,4,3,5,3,3,3,3
1036,Saturday,Male,36-40 yr,Arms,2,3,2,2,2,2,4,2,3,4,4,3,2,3,2,2,2,2,4,2,4,4
1037,Tuesday,Male,21-25 yr,Arms,2,1,2,1,1,1,2,1,1,3,3,2,5,4,3,4,4,4,4,2,1,3
1038,Monday,Male,21-25 yr,Arms,1,2,1,1,1,1,1,1,1,4,3,4,5,5,3,3,3,4,4,1,1,1
1039,Saturday,Male,26-30 yr,Basket,2,3,2,2,2,2,3,4,4,2,3,3,4,4,4,4,4,4,2,3,2,2
1040,Saturday,Female,41-45 yr,Cart,3,4,2,4,5,4,4,4,3,5,4,4,4,4,3,1,2,4,4,2,4,4
1041,Tuesday,Male,31-35 yr,Cart,2,4,1,2,2,2,3,2,3,3,4,4,2,2,2,5,5,4,4,2,1,1
1042,Monday,Female,36-40 yr,Cart,4,2,3,4,2,4,2,2,2,4,5,4,4,4,4,2,2,4,4,4,3,4
1043,Tuesday,Female,21-25 yr,Arms,4,4,4,5,5,5,3,3,2,4,3,4,4,4,2,2,2,4,4,5,4,5
1044,Tuesday,Male,61-65 yr,Trolley,1,3,2,4,4,3,4,4,2,4,4,4,2,2,1,2,2,2,4,2,3,4
1045,Friday,Male,41-45 yr,Arms,3,4,3,3,2,2,3,4,3,3,5,3,3,4,4,3,2,4,4,4,3,3
1046,Saturday,Female,21-25 yr,Trolley,4,4,4,4,5,5,4,4,2,4,5,4,4,4,2,2,2,4,3,4,5,5
1047,Saturday,Male,31-35 yr,Basket,2,2,2,2,1,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,1,3
1048,Tuesday,Male,41-45 yr,Cart,2,3,3,3,3,2,1,1,1,1,2,1,3,3,3,3,3,5,5,1,1,1
1049,Tuesday,Male,16-20 yr,Arms,3,2,2,2,2,2,4,4,3,2,2,3,4,4,4,5,5,2,3,2,3,3
1050,Thursday,Male,26-30 yr,Basket,3,2,2,2,2,3,4,4,4,3,4,4,4,4,3,4,3,5,4,4,4,2
1051,Thursday,Male,31-35 yr,Basket,2,1,3,1,1,1,1,1,1,3,3,2,5,5,4,4,4,4,4,1,1,1
1052,Saturday,Female,26-30 yr,Trolley,2,2,2,1,3,1,1,1,1,2,2,2,3,3,1,1,1,4,3,2,2,2
1053,Friday,Female,21-25 yr,Trolley,1,2,2,4,4,4,2,1,4,4,4,4,4,4,4,4,4,5,4,1,2,2
1054,Friday,Male,31-35 yr,Cart,3,2,2,2,1,2,1,1,3,4,4,4,4,3,3,3,3,3,4,2,1,2
1055,Saturday,Female,51-55 yr,Cart,1,3,2,3,1,2,4,4,3,1,5,4,3,3,2,4,2,4,2,1,1,1
1056,Saturday,Female,21-25 yr,Trolley,1,2,1,3,3,3,3,2,2,4,4,4,2,2,1,5,3,4,4,1,1,2
1057,Saturday,Male,36-40 yr,Trolley,1,1,1,3,1,3,3,1,1,3,3,3,1,1,1,3,3,3,3,1,1,1
1058,Friday,Male,21-25 yr,Basket,2,1,3,1,1,1,4,2,1,4,3,1,3,3,2,4,5,1,4,1,1,1
1059,Thursday,Female,26-30 yr,Cart,2,3,2,4,4,3,5,2,2,5,4,3,2,4,1,3,4,4,4,1,1,3
1060,Wednesday,Male,21-25 yr,Arms,1,1,1,3,2,2,3,4,1,5,4,5,5,5,3,3,4,3,4,1,1,1
1061,Saturday,Male,26-30 yr,Cart,4,2,4,4,2,3,2,2,4,4,5,5,2,4,1,5,3,4,4,2,2,2
